case,material,step,isotope,adens_atoms_per_barn_cm
M43-10,M43-10,13,Sr90,2.98209e-06
M43-10,M43-10,14,Sr90,3.41507e-06
M43-10,M43-10,15,Sr90,4.28613e-06
M43-10,M43-10,16,Sr90,5.16458e-06
M43-10,M43-10,17,Sr90,6.0505e-06
M43-10,M43-10,18,Sr90,6.94362e-06
M43-10,M43-10,19,Sr90,7.84351e-06
M43-10,M43-10,20,Sr90,8.75072e-06
M43-10,M43-10,21,Sr90,1.05848e-05
M43-10,M43-10,22,Sr90,1.24445e-05
M43-10,M43-10,23,Sr90,1.52823e-05
M43-10,M43-10,24,Sr90,1.91517e-05
M43-10,M43-10,25,Sr90,2.31146e-05
M43-10,M43-10,0,I129,0.0
M43-10,M43-10,1,I129,2.04997e-08
M43-10,M43-10,2,I129,9.10113e-08
M43-10,M43-10,3,I129,1.61472e-07
M43-10,M43-10,4,I129,2.31915e-07
M43-10,M43-10,5,I129,3.02331e-07
M43-10,M43-10,6,I129,3.72718e-07
M43-10,M43-10,7,I129,4.66552e-07
M43-10,M43-10,8,I129,5.83834e-07
M43-10,M43-10,9,I129,7.01162e-07
M43-10,M43-10,10,I129,9.35764e-07
M43-10,M43-10,11,I129,1.17033e-06
M43-10,M43-10,12,I129,1.40497e-06
M43-10,M43-10,13,I129,1.63959e-06
M43-10,M43-10,14,I129,1.8743e-06
M43-10,M43-10,15,I129,2.34356e-06
M43-10,M43-10,16,I129,2.81296e-06
M43-10,M43-10,17,I129,3.28265e-06
M43-10,M43-10,18,I129,3.75252e-06
M43-10,M43-10,19,I129,4.22252e-06
M43-10,M43-10,20,I129,4.69299e-06
M43-10,M43-10,21,I129,5.63455e-06
M43-10,M43-10,22,I129,6.57727e-06
M43-10,M43-10,23,I129,7.99498e-06
M43-10,M43-10,24,I129,9.89331e-06
M43-10,M43-10,25,I129,1.1803e-05
M43-10,M43-10,0,Nd143,0.0
M43-10,M43-10,1,Nd143,1.74523e-09
M43-10,M43-10,2,Nd143,5.35895e-08
M43-10,M43-10,3,Nd143,1.70623e-07
M43-10,M43-10,4,Nd143,3.32441e-07
M43-10,M43-10,5,Nd143,5.24173e-07
M43-10,M43-10,6,Nd143,7.3582e-07
M43-10,M43-10,7,Nd143,1.03778e-06
M43-10,M43-10,8,Nd143,1.43376e-06
M43-10,M43-10,9,Nd143,1.84048e-06
M43-10,M43-10,10,Nd143,2.66679e-06
M43-10,M43-10,11,Nd143,3.49651e-06
M43-10,M43-10,12,Nd143,4.3248e-06
M43-10,M43-10,13,Nd143,5.15035e-06
M43-10,M43-10,14,Nd143,5.97279e-06
M43-10,M43-10,15,Nd143,7.60892e-06
M43-10,M43-10,16,Nd143,9.22954e-06
M43-10,M43-10,17,Nd143,1.08359e-05
M43-10,M43-10,18,Nd143,1.24274e-05
M43-10,M43-10,19,Nd143,1.40035e-05
M43-10,M43-10,20,Nd143,1.5564e-05
M43-10,M43-10,21,Nd143,1.86399e-05
M43-10,M43-10,22,Nd143,2.16408e-05
M43-10,M43-10,23,Nd143,2.60103e-05
M43-10,M43-10,24,Nd143,3.15599e-05
M43-10,M43-10,25,Nd143,3.67672e-05
M43-10,M43-10,0,Nd145,0.0
M43-10,M43-10,1,Nd145,5.0735e-08
M43-10,M43-10,2,Nd145,2.27218e-07
M43-10,M43-10,3,Nd145,4.03462e-07
M43-10,M43-10,4,Nd145,5.79537e-07
M43-10,M43-10,5,Nd145,7.55411e-07
M43-10,M43-10,6,Nd145,9.31082e-07
M43-10,M43-10,7,Nd145,1.16508e-06
M43-10,M43-10,8,Nd145,1.45724e-06
M43-10,M43-10,9,Nd145,1.74915e-06
M43-10,M43-10,10,Nd145,2.33178e-06
M43-10,M43-10,11,Nd145,2.91289e-06
M43-10,M43-10,12,Nd145,3.49276e-06
M43-10,M43-10,13,Nd145,4.07113e-06
M43-10,M43-10,14,Nd145,4.64829e-06
M43-10,M43-10,15,Nd145,5.79762e-06
M43-10,M43-10,16,Nd145,6.94123e-06
M43-10,M43-10,17,Nd145,8.07929e-06
M43-10,M43-10,18,Nd145,9.21129e-06
M43-10,M43-10,19,Nd145,1.0337e-05
M43-10,M43-10,20,Nd145,1.14571e-05
M43-10,M43-10,21,Nd145,1.36778e-05
M43-10,M43-10,22,Nd145,1.5872e-05
M43-10,M43-10,23,Nd145,1.91148e-05
M43-10,M43-10,24,Nd145,2.33426e-05
M43-10,M43-10,25,Nd145,2.74578e-05
M43-10,M43-10,0,lost,0.0
M43-10,M43-10,1,lost,1.58173e-13
M43-10,M43-10,2,lost,6.37838e-13
M43-10,M43-10,3,lost,1.11914e-12
M43-10,M43-10,4,lost,1.6021e-12
M43-10,M43-10,5,lost,2.08628e-12
M43-10,M43-10,6,lost,2.57148e-12
M43-10,M43-10,7,lost,3.22e-12
M43-10,M43-10,8,lost,4.03332e-12
M43-10,M43-10,9,lost,4.84933e-12
M43-10,M43-10,10,lost,6.48941e-12
M43-10,M43-10,11,lost,8.13879e-12
M43-10,M43-10,12,lost,9.79727e-12
M43-10,M43-10,13,lost,1.14643e-11
M43-10,M43-10,14,lost,1.31384e-11
M43-10,M43-10,15,lost,1.65128e-11
M43-10,M43-10,16,lost,1.99204e-11
M43-10,M43-10,17,lost,2.33588e-11
M43-10,M43-10,18,lost,2.68323e-11
M43-10,M43-10,19,lost,3.03384e-11
M43-10,M43-10,20,lost,3.38728e-11
M43-10,M43-10,21,lost,4.10379e-11
M43-10,M43-10,22,lost,4.8327e-11
M43-10,M43-10,23,lost,5.94923e-11
M43-10,M43-10,24,lost,7.48174e-11
M43-10,M43-10,25,lost,9.06401e-11
M43-10,M43-10,0,total,0.0696254
M43-10,M43-10,1,total,0.0696273
M43-10,M43-10,2,total,0.069633
M43-10,M43-10,3,total,0.0696387
M43-10,M43-10,4,total,0.0696444
M43-10,M43-10,5,total,0.0696501
M43-10,M43-10,6,total,0.0696558
M43-10,M43-10,7,total,0.0696634
M43-10,M43-10,8,total,0.069673
M43-10,M43-10,9,total,0.0696825
M43-10,M43-10,10,total,0.0697017
M43-10,M43-10,11,total,0.0697209
M43-10,M43-10,12,total,0.0697402
M43-10,M43-10,13,total,0.0697595
M43-10,M43-10,14,total,0.0697789
M43-10,M43-10,15,total,0.0698179
M43-10,M43-10,16,total,0.069857
M43-10,M43-10,17,total,0.0698963
M43-10,M43-10,18,total,0.0699359
M43-10,M43-10,19,total,0.0699756
M43-10,M43-10,20,total,0.0700155
M43-10,M43-10,21,total,0.0700958
M43-10,M43-10,22,total,0.0701769
M43-10,M43-10,23,total,0.0702999
M43-10,M43-10,24,total,0.0704665
M43-10,M43-10,25,total,0.0706362
M43-10,mox70,0,Th232,0.0
M43-10,mox70,1,Th232,1.96879e-18
M43-10,mox70,2,Th232,3.1531e-17
M43-10,mox70,3,Th232,9.64922e-17
M43-10,mox70,4,Th232,1.96715e-16
M43-10,mox70,5,Th232,3.32059e-16
M43-10,mox70,6,Th232,5.02376e-16
M43-10,mox70,7,Th232,7.83606e-16
M43-10,mox70,8,Th232,1.22163e-15
M43-10,mox70,9,Th232,1.75504e-15
M43-10,mox70,10,Th232,3.10522e-15
M43-10,mox70,11,Th232,4.82808e-15
M43-10,mox70,12,Th232,6.91756e-15
M43-10,mox70,13,Th232,9.36775e-15
M43-10,mox70,14,Th232,1.21726e-14
M43-10,mox70,15,Th232,1.88235e-14
M43-10,mox70,16,Th232,2.68222e-14
M43-10,mox70,17,Th232,3.61226e-14
M43-10,mox70,18,Th232,4.66769e-14
M43-10,mox70,19,Th232,5.84397e-14
M43-10,mox70,20,Th232,7.13648e-14
M43-10,mox70,21,Th232,1.0053e-13
M43-10,mox70,22,Th232,1.33803e-13
M43-10,mox70,23,Th232,1.90658e-13
M43-10,mox70,24,Th232,2.77595e-13
M43-10,mox70,25,Th232,3.74742e-13
M43-10,mox70,0,Th233,0.0
M43-10,mox70,1,Th233,1.3043e-22
M43-10,mox70,2,Th233,5.15485e-22
M43-10,mox70,3,Th233,8.88645e-22
M43-10,mox70,4,Th233,1.26232e-21
M43-10,mox70,5,Th233,1.65298e-21
M43-10,mox70,6,Th233,2.06626e-21
M43-10,mox70,7,Th233,2.65668e-21
M43-10,mox70,8,Th233,3.48729e-21
M43-10,mox70,9,Th233,4.43751e-21
M43-10,mox70,10,Th233,6.72421e-21
M43-10,mox70,11,Th233,9.57005e-21
M43-10,mox70,12,Th233,1.30402e-20
M43-10,mox70,13,Th233,1.70864e-20
M43-10,mox70,14,Th233,2.18146e-20
M43-10,mox70,15,Th233,3.29498e-20
M43-10,mox70,16,Th233,4.67516e-20
M43-10,mox70,17,Th233,6.268e-20
M43-10,mox70,18,Th233,8.15182e-20
M43-10,mox70,19,Th233,1.02309e-19
M43-10,mox70,20,Th233,1.25841e-19
M43-10,mox70,21,Th233,1.79204e-19
M43-10,mox70,22,Th233,2.42222e-19
M43-10,mox70,23,Th233,3.52293e-19
M43-10,mox70,24,Th233,5.28949e-19
M43-10,mox70,25,Th233,7.39937e-19
M43-10,mox70,0,Pa233,0.0
M43-10,mox70,1,Pa233,1.19313e-18
M43-10,mox70,2,Pa233,5.2426e-17
M43-10,mox70,3,Pa233,2.21872e-16
M43-10,mox70,4,Pa233,5.25692e-16
M43-10,mox70,5,Pa233,9.55912e-16
M43-10,mox70,6,Pa233,1.49684e-15
M43-10,mox70,7,Pa233,2.36123e-15
M43-10,mox70,8,Pa233,3.62103e-15
M43-10,mox70,9,Pa233,5.02729e-15
M43-10,mox70,10,Pa233,8.12544e-15
M43-10,mox70,11,Pa233,1.14413e-14
M43-10,mox70,12,Pa233,1.486e-14
M43-10,mox70,13,Pa233,1.83241e-14
M43-10,mox70,14,Pa233,2.18056e-14
M43-10,mox70,15,Pa233,2.87657e-14
M43-10,mox70,16,Pa233,3.56845e-14
M43-10,mox70,17,Pa233,4.25557e-14
M43-10,mox70,18,Pa233,4.93534e-14
M43-10,mox70,19,Pa233,5.60717e-14
M43-10,mox70,20,Pa233,6.27161e-14
M43-10,mox70,21,Pa233,7.57373e-14
M43-10,mox70,22,Pa233,8.83611e-14
M43-10,mox70,23,Pa233,1.06545e-13
M43-10,mox70,24,Pa233,1.29115e-13
M43-10,mox70,25,Pa233,1.4949e-13
M43-10,mox70,0,Pa234,0.0
M43-10,mox70,1,Pa234,2.25634e-16
M43-10,mox70,2,Pa234,9.20475e-16
M43-10,mox70,3,Pa234,1.47508e-15
M43-10,mox70,4,Pa234,1.91768e-15
M43-10,mox70,5,Pa234,2.27088e-15
M43-10,mox70,6,Pa234,2.5527e-15
M43-10,mox70,7,Pa234,2.8419e-15
M43-10,mox70,8,Pa234,3.09999e-15
M43-10,mox70,9,Pa234,3.27695e-15
M43-10,mox70,10,Pa234,3.48116e-15
M43-10,mox70,11,Pa234,3.57644e-15
M43-10,mox70,12,Pa234,3.62029e-15
M43-10,mox70,13,Pa234,3.63989e-15
M43-10,mox70,14,Pa234,3.64803e-15
M43-10,mox70,15,Pa234,3.65093e-15
M43-10,mox70,16,Pa234,3.64827e-15
M43-10,mox70,17,Pa234,3.64434e-15
M43-10,mox70,18,Pa234,3.6401e-15
M43-10,mox70,19,Pa234,3.63576e-15
M43-10,mox70,20,Pa234,3.63136e-15
M43-10,mox70,21,Pa234,3.62243e-15
M43-10,mox70,22,Pa234,3.61333e-15
M43-10,mox70,23,Pa234,3.59932e-15
M43-10,mox70,24,Pa234,3.58001e-15
M43-10,mox70,25,Pa234,3.55997e-15
M43-10,mox70,0,U233,0.0
M43-10,mox70,1,U233,2.03718e-14
M43-10,mox70,2,U233,8.0664e-14
M43-10,mox70,3,U233,1.43216e-13
M43-10,mox70,4,U233,2.07907e-13
M43-10,mox70,5,U233,2.71952e-13
M43-10,mox70,6,U233,3.37949e-13
M43-10,mox70,7,U233,4.25864e-13
M43-10,mox70,8,U233,5.35114e-13
M43-10,mox70,9,U233,6.47124e-13
M43-10,mox70,10,U233,8.78089e-13
M43-10,mox70,11,U233,1.11831e-12
M43-10,mox70,12,U233,1.36349e-12
M43-10,mox70,13,U233,1.61388e-12
M43-10,mox70,14,U233,1.87147e-12
M43-10,mox70,15,U233,2.39293e-12
M43-10,mox70,16,U233,2.96593e-12
M43-10,mox70,17,U233,3.53786e-12
M43-10,mox70,18,U233,4.13416e-12
M43-10,mox70,19,U233,4.7338e-12
M43-10,mox70,20,U233,5.36138e-12
M43-10,mox70,21,U233,6.64034e-12
M43-10,mox70,22,U233,7.98736e-12
M43-10,mox70,23,U233,1.00766e-11
M43-10,mox70,24,U233,1.2892e-11
M43-10,mox70,25,U233,1.57197e-11
M43-10,mox70,0,U234,0.0
M43-10,mox70,1,U234,1.69172e-09
M43-10,mox70,2,U234,6.74586e-09
M43-10,mox70,3,U234,1.1768e-08
M43-10,mox70,4,U234,1.67585e-08
M43-10,mox70,5,U234,2.17186e-08
M43-10,mox70,6,U234,2.66492e-08
M43-10,mox70,7,U234,3.31775e-08
M43-10,mox70,8,U234,4.1268e-08
M43-10,mox70,9,U234,4.92838e-08
M43-10,mox70,10,U234,6.51016e-08
M43-10,mox70,11,U234,8.0648e-08
M43-10,mox70,12,U234,9.59501e-08
M43-10,mox70,13,U234,1.11018e-07
M43-10,mox70,14,U234,1.25874e-07
M43-10,mox70,15,U234,1.55002e-07
M43-10,mox70,16,U234,1.83422e-07
M43-10,mox70,17,U234,2.11219e-07
M43-10,mox70,18,U234,2.3846e-07
M43-10,mox70,19,U234,2.65205e-07
M43-10,mox70,20,U234,2.91505e-07
M43-10,mox70,21,U234,3.42833e-07
M43-10,mox70,22,U234,3.92691e-07
M43-10,mox70,23,U234,4.6502e-07
M43-10,mox70,24,U234,5.5713e-07
M43-10,mox70,25,U234,6.4456e-07
M43-10,mox70,0,U235,5.2852e-05
M43-10,mox70,1,U235,5.27774e-05
M43-10,mox70,2,U235,5.25539e-05
M43-10,mox70,3,U235,5.23309e-05
M43-10,mox70,4,U235,5.21082e-05
M43-10,mox70,5,U235,5.18859e-05
M43-10,mox70,6,U235,5.1664e-05
M43-10,mox70,7,U235,5.1369e-05
M43-10,mox70,8,U235,5.10012e-05
M43-10,mox70,9,U235,5.06348e-05
M43-10,mox70,10,U235,4.99055e-05
M43-10,mox70,11,U235,4.91814e-05
M43-10,mox70,12,U235,4.84623e-05
M43-10,mox70,13,U235,4.77484e-05
M43-10,mox70,14,U235,4.70396e-05
M43-10,mox70,15,U235,4.56378e-05
M43-10,mox70,16,U235,4.42561e-05
M43-10,mox70,17,U235,4.28961e-05
M43-10,mox70,18,U235,4.15572e-05
M43-10,mox70,19,U235,4.02399e-05
M43-10,mox70,20,U235,3.8944e-05
M43-10,mox70,21,U235,3.64181e-05
M43-10,mox70,22,U235,3.39832e-05
M43-10,mox70,23,U235,3.05031e-05
M43-10,mox70,24,U235,2.61961e-05
M43-10,mox70,25,U235,2.22782e-05
M43-10,mox70,0,U236,0.0
M43-10,mox70,1,U236,1.86528e-08
M43-10,mox70,2,U236,7.46809e-08
M43-10,mox70,3,U236,1.30514e-07
M43-10,mox70,4,U236,1.86171e-07
M43-10,mox70,5,U236,2.41626e-07
M43-10,mox70,6,U236,2.9688e-07
M43-10,mox70,7,U236,3.70204e-07
M43-10,mox70,8,U236,4.61339e-07
M43-10,mox70,9,U236,5.51795e-07
M43-10,mox70,10,U236,7.31004e-07
M43-10,mox70,11,U236,9.07663e-07
M43-10,mox70,12,U236,1.08187e-06
M43-10,mox70,13,U236,1.25359e-06
M43-10,mox70,14,U236,1.42282e-06
M43-10,mox70,15,U236,1.75378e-06
M43-10,mox70,16,U236,2.07539e-06
M43-10,mox70,17,U236,2.38697e-06
M43-10,mox70,18,U236,2.68903e-06
M43-10,mox70,19,U236,2.98138e-06
M43-10,mox70,20,U236,3.26446e-06
M43-10,mox70,21,U236,3.80221e-06
M43-10,mox70,22,U236,4.30238e-06
M43-10,mox70,23,U236,4.9834e-06
M43-10,mox70,24,U236,5.76509e-06
M43-10,mox70,25,U236,6.40668e-06
M43-10,mox70,0,U237,0.0
M43-10,mox70,1,U237,8.93546e-09
M43-10,mox70,2,U237,2.53225e-08
M43-10,mox70,3,U237,3.27775e-08
M43-10,mox70,4,U237,3.61696e-08
M43-10,mox70,5,U237,3.78331e-08
M43-10,mox70,6,U237,3.87364e-08
M43-10,mox70,7,U237,3.93178e-08
M43-10,mox70,8,U237,3.97117e-08
M43-10,mox70,9,U237,4.00963e-08
M43-10,mox70,10,U237,4.0755e-08
M43-10,mox70,11,U237,4.11934e-08
M43-10,mox70,12,U237,4.16964e-08
M43-10,mox70,13,U237,4.21709e-08
M43-10,mox70,14,U237,4.2731e-08
M43-10,mox70,15,U237,4.35081e-08
M43-10,mox70,16,U237,4.45968e-08
M43-10,mox70,17,U237,4.55467e-08
M43-10,mox70,18,U237,4.62957e-08
M43-10,mox70,19,U237,4.73131e-08
M43-10,mox70,20,U237,4.81682e-08
M43-10,mox70,21,U237,4.96052e-08
M43-10,mox70,22,U237,5.12428e-08
M43-10,mox70,23,U237,5.34185e-08
M43-10,mox70,24,U237,5.59955e-08
M43-10,mox70,25,U237,5.83668e-08
M43-10,mox70,0,U238,0.021518
M43-10,mox70,1,U238,0.0215166
M43-10,mox70,2,U238,0.0215125
M43-10,mox70,3,U238,0.0215083
M43-10,mox70,4,U238,0.0215041
M43-10,mox70,5,U238,0.0214999
M43-10,mox70,6,U238,0.0214957
M43-10,mox70,7,U238,0.0214901
M43-10,mox70,8,U238,0.021483
M43-10,mox70,9,U238,0.021476
M43-10,mox70,10,U238,0.0214618
M43-10,mox70,11,U238,0.0214476
M43-10,mox70,12,U238,0.0214333
M43-10,mox70,13,U238,0.0214189
M43-10,mox70,14,U238,0.0214045
M43-10,mox70,15,U238,0.0213754
M43-10,mox70,16,U238,0.0213462
M43-10,mox70,17,U238,0.0213167
M43-10,mox70,18,U238,0.0212869
M43-10,mox70,19,U238,0.0212569
M43-10,mox70,20,U238,0.0212266
M43-10,mox70,21,U238,0.0211654
M43-10,mox70,22,U238,0.0211033
M43-10,mox70,23,U238,0.0210082
M43-10,mox70,24,U238,0.0208781
M43-10,mox70,25,U238,0.0207441
M43-10,mox70,0,Np237,0.0
M43-10,mox70,1,Np237,1.44505e-09
M43-10,mox70,2,Np237,1.66115e-08
M43-10,mox70,3,Np237,4.07725e-08
M43-10,mox70,4,Np237,6.8945e-08
M43-10,mox70,5,Np237,9.89166e-08
M43-10,mox70,6,Np237,1.29734e-07
M43-10,mox70,7,Np237,1.71374e-07
M43-10,mox70,8,Np237,2.23681e-07
M43-10,mox70,9,Np237,2.76092e-07
M43-10,mox70,10,Np237,3.81141e-07
M43-10,mox70,11,Np237,4.85846e-07
M43-10,mox70,12,Np237,5.90137e-07
M43-10,mox70,13,Np237,6.94012e-07
M43-10,mox70,14,Np237,7.97584e-07
M43-10,mox70,15,Np237,1.00304e-06
M43-10,mox70,16,Np237,1.20705e-06
M43-10,mox70,17,Np237,1.40921e-06
M43-10,mox70,18,Np237,1.60844e-06
M43-10,mox70,19,Np237,1.80562e-06
M43-10,mox70,20,Np237,2.00033e-06
M43-10,mox70,21,Np237,2.38056e-06
M43-10,mox70,22,Np237,2.74895e-06
M43-10,mox70,23,Np237,3.2777e-06
M43-10,mox70,24,Np237,3.93063e-06
M43-10,mox70,25,Np237,4.51645e-06
M43-10,mox70,0,Np239,0.0
M43-10,mox70,1,Np239,8.24186e-07
M43-10,mox70,2,Np239,1.4902e-06
M43-10,mox70,3,Np239,1.56038e-06
M43-10,mox70,4,Np239,1.57095e-06
M43-10,mox70,5,Np239,1.57611e-06
M43-10,mox70,6,Np239,1.57883e-06
M43-10,mox70,7,Np239,1.5823e-06
M43-10,mox70,8,Np239,1.58682e-06
M43-10,mox70,9,Np239,1.59082e-06
M43-10,mox70,10,Np239,1.59758e-06
M43-10,mox70,11,Np239,1.60528e-06
M43-10,mox70,12,Np239,1.61207e-06
M43-10,mox70,13,Np239,1.61955e-06
M43-10,mox70,14,Np239,1.62681e-06
M43-10,mox70,15,Np239,1.63676e-06
M43-10,mox70,16,Np239,1.65099e-06
M43-10,mox70,17,Np239,1.66416e-06
M43-10,mox70,18,Np239,1.67902e-06
M43-10,mox70,19,Np239,1.69263e-06
M43-10,mox70,20,Np239,1.70726e-06
M43-10,mox70,21,Np239,1.72683e-06
M43-10,mox70,22,Np239,1.75466e-06
M43-10,mox70,23,Np239,1.78913e-06
M43-10,mox70,24,Np239,1.83658e-06
M43-10,mox70,25,Np239,1.89301e-06
M43-10,mox70,0,Pu238,2.97111e-05
M43-10,mox70,1,Pu238,2.96838e-05
M43-10,mox70,2,Pu238,2.96045e-05
M43-10,mox70,3,Pu238,2.95291e-05
M43-10,mox70,4,Pu238,2.94577e-05
M43-10,mox70,5,Pu238,2.939e-05
M43-10,mox70,6,Pu238,2.93259e-05
M43-10,mox70,7,Pu238,2.92461e-05
M43-10,mox70,8,Pu238,2.91548e-05
M43-10,mox70,9,Pu238,2.90725e-05
M43-10,mox70,10,Pu238,2.89331e-05
M43-10,mox70,11,Pu238,2.88244e-05
M43-10,mox70,12,Pu238,2.87431e-05
M43-10,mox70,13,Pu238,2.86869e-05
M43-10,mox70,14,Pu238,2.86529e-05
M43-10,mox70,15,Pu238,2.86442e-05
M43-10,mox70,16,Pu238,2.87014e-05
M43-10,mox70,17,Pu238,2.88131e-05
M43-10,mox70,18,Pu238,2.89696e-05
M43-10,mox70,19,Pu238,2.91629e-05
M43-10,mox70,20,Pu238,2.93866e-05
M43-10,mox70,21,Pu238,2.99079e-05
M43-10,mox70,22,Pu238,3.04985e-05
M43-10,mox70,23,Pu238,3.14688e-05
M43-10,mox70,24,Pu238,3.28261e-05
M43-10,mox70,25,Pu238,3.41403e-05
M43-10,mox70,0,Pu239,0.000936593
M43-10,mox70,1,Pu239,0.000934143
M43-10,mox70,2,Pu239,0.000928682
M43-10,mox70,3,Pu239,0.00092384
M43-10,mox70,4,Pu239,0.00091908
M43-10,mox70,5,Pu239,0.000914354
M43-10,mox70,6,Pu239,0.00090965
M43-10,mox70,7,Pu239,0.000903413
M43-10,mox70,8,Pu239,0.000895673
M43-10,mox70,9,Pu239,0.000887994
M43-10,mox70,10,Pu239,0.00087282
M43-10,mox70,11,Pu239,0.000857869
M43-10,mox70,12,Pu239,0.000843149
M43-10,mox70,13,Pu239,0.000828652
M43-10,mox70,14,Pu239,0.000814384
M43-10,mox70,15,Pu239,0.000786525
M43-10,mox70,16,Pu239,0.000759549
M43-10,mox70,17,Pu239,0.000733431
M43-10,mox70,18,Pu239,0.000708192
M43-10,mox70,19,Pu239,0.000683824
M43-10,mox70,20,Pu239,0.00066032
M43-10,mox70,21,Pu239,0.000615844
M43-10,mox70,22,Pu239,0.000574639
M43-10,mox70,23,Pu239,0.00051886
M43-10,mox70,24,Pu239,0.000455161
M43-10,mox70,25,Pu239,0.000402435
M43-10,mox70,0,Pu240,0.000362257
M43-10,mox70,1,Pu240,0.000362414
M43-10,mox70,2,Pu240,0.00036286
M43-10,mox70,3,Pu240,0.000363297
M43-10,mox70,4,Pu240,0.000363721
M43-10,mox70,5,Pu240,0.000364134
M43-10,mox70,6,Pu240,0.000364535
M43-10,mox70,7,Pu240,0.000365056
M43-10,mox70,8,Pu240,0.000365679
M43-10,mox70,9,Pu240,0.00036627
M43-10,mox70,10,Pu240,0.000367373
M43-10,mox70,11,Pu240,0.000368372
M43-10,mox70,12,Pu240,0.000369263
M43-10,mox70,13,Pu240,0.000370055
M43-10,mox70,14,Pu240,0.000370743
M43-10,mox70,15,Pu240,0.000371807
M43-10,mox70,16,Pu240,0.000372478
M43-10,mox70,17,Pu240,0.00037277
M43-10,mox70,18,Pu240,0.000372688
M43-10,mox70,19,Pu240,0.000372229
M43-10,mox70,20,Pu240,0.000371421
M43-10,mox70,21,Pu240,0.000368755
M43-10,mox70,22,Pu240,0.000364788
M43-10,mox70,23,Pu240,0.000356635
M43-10,mox70,24,Pu240,0.000342123
M43-10,mox70,25,Pu240,0.000324437
M43-10,mox70,0,Pu241,0.00017733
M43-10,mox70,1,Pu241,0.000177526
M43-10,mox70,2,Pu241,0.000178129
M43-10,mox70,3,Pu241,0.000178725
M43-10,mox70,4,Pu241,0.000179319
M43-10,mox70,5,Pu241,0.000179908
M43-10,mox70,6,Pu241,0.000180492
M43-10,mox70,7,Pu241,0.00018126
M43-10,mox70,8,Pu241,0.000182208
M43-10,mox70,9,Pu241,0.000183143
M43-10,mox70,10,Pu241,0.000184957
M43-10,mox70,11,Pu241,0.000186696
M43-10,mox70,12,Pu241,0.000188364
M43-10,mox70,13,Pu241,0.000189957
M43-10,mox70,14,Pu241,0.000191474
M43-10,mox70,15,Pu241,0.000194303
M43-10,mox70,16,Pu241,0.000196836
M43-10,mox70,17,Pu241,0.000199078
M43-10,mox70,18,Pu241,0.000201031
M43-10,mox70,19,Pu241,0.000202706
M43-10,mox70,20,Pu241,0.000204097
M43-10,mox70,21,Pu241,0.000206083
M43-10,mox70,22,Pu241,0.00020704
M43-10,mox70,23,Pu241,0.000206621
M43-10,mox70,24,Pu241,0.000203009
M43-10,mox70,25,Pu241,0.000196387
M43-10,mox70,0,Pu242,8.94166e-05
M43-10,mox70,1,Pu242,8.94552e-05
M43-10,mox70,2,Pu242,8.95762e-05
M43-10,mox70,3,Pu242,8.96989e-05
M43-10,mox70,4,Pu242,8.98232e-05
M43-10,mox70,5,Pu242,8.99501e-05
M43-10,mox70,6,Pu242,9.00789e-05
M43-10,mox70,7,Pu242,9.02531e-05
M43-10,mox70,8,Pu242,9.04757e-05
M43-10,mox70,9,Pu242,9.07026e-05
M43-10,mox70,10,Pu242,9.11733e-05
M43-10,mox70,11,Pu242,9.16683e-05
M43-10,mox70,12,Pu242,9.21826e-05
M43-10,mox70,13,Pu242,9.27193e-05
M43-10,mox70,14,Pu242,9.3278e-05
M43-10,mox70,15,Pu242,9.44498e-05
M43-10,mox70,16,Pu242,9.57079e-05
M43-10,mox70,17,Pu242,9.70511e-05
M43-10,mox70,18,Pu242,9.84666e-05
M43-10,mox70,19,Pu242,9.99515e-05
M43-10,mox70,20,Pu242,0.000101502
M43-10,mox70,21,Pu242,0.000104791
M43-10,mox70,22,Pu242,0.000108309
M43-10,mox70,23,Pu242,0.00011395
M43-10,mox70,24,Pu242,0.00012192
M43-10,mox70,25,Pu242,0.00013014
M43-10,mox70,0,Am241,1.73162e-05
M43-10,mox70,1,Am241,1.73236e-05
M43-10,mox70,2,Am241,1.7345e-05
M43-10,mox70,3,Am241,1.73665e-05
M43-10,mox70,4,Am241,1.73879e-05
M43-10,mox70,5,Am241,1.74094e-05
M43-10,mox70,6,Am241,1.7431e-05
M43-10,mox70,7,Am241,1.74599e-05
M43-10,mox70,8,Am241,1.7496e-05
M43-10,mox70,9,Am241,1.75324e-05
M43-10,mox70,10,Am241,1.7606e-05
M43-10,mox70,11,Am241,1.76799e-05
M43-10,mox70,12,Am241,1.77542e-05
M43-10,mox70,13,Am241,1.78282e-05
M43-10,mox70,14,Am241,1.79016e-05
M43-10,mox70,15,Am241,1.80455e-05
M43-10,mox70,16,Am241,1.8184e-05
M43-10,mox70,17,Am241,1.83146e-05
M43-10,mox70,18,Am241,1.84347e-05
M43-10,mox70,19,Am241,1.85433e-05
M43-10,mox70,20,Am241,1.86383e-05
M43-10,mox70,21,Am241,1.87793e-05
M43-10,mox70,22,Am241,1.88495e-05
M43-10,mox70,23,Am241,1.8806e-05
M43-10,mox70,24,Am241,1.84564e-05
M43-10,mox70,25,Am241,1.77747e-05
M43-10,mox70,0,Am243,0.0
M43-10,mox70,1,Am243,9.6368e-08
M43-10,mox70,2,Am243,4.25302e-07
M43-10,mox70,3,Am243,7.53114e-07
M43-10,mox70,4,Am243,1.07916e-06
